City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
521,Pleshanovo,RU,68.5,broken clouds,52.8333,53.4833,Gostevoy Dom Magiya Uyuta
523,Vicar,ES,80.8,clear sky,36.8316,-2.6427,Hotel Envía Almería Spa & Golf
527,Kieta,PG,81.16,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
528,Vao,NC,72.09,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
529,Tiarei,PF,80.62,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
530,Tabou,CI,74.44,scattered clouds,4.423,-7.3528,hotêl doufoulougou
531,Saint-Denis,FR,68.49,clear sky,48.9167,2.3333,ibis budget Paris Porte de Montmartre
532,Dongsheng,CN,74.5,broken clouds,39.8161,109.9776,Crowne Plaza Ordos
535,Moindou,NC,75.65,clear sky,-21.6924,165.677,Equi-lodge de Moindou
536,Novouzensk,RU,72.41,clear sky,50.4592,48.1431,Gostinichnyy Domik
537,Terrace,CA,71.51,broken clouds,54.5163,-128.6035,Northern Motor Inn
538,Kulu,TR,75.88,clear sky,39.0951,33.0799,Kapadokya Motel
539,Numazu,JP,70.02,overcast clouds,35.1,138.8667,Numazu Riverside Hotel
540,Emerald,AU,60.94,light rain,-23.5333,148.1667,The Irish Village
541,Mecca,SA,89.02,light rain,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
542,Honiara,SB,83.19,broken clouds,-9.4333,159.95,Heritage Park Hotel
543,Itoman,JP,83.17,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
545,Tonj,SS,70.56,scattered clouds,7.2737,28.6822,Lakan Hotel
546,Ranong,TH,79.77,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
547,Houma,US,86.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
548,Mari-Turek,RU,65.52,broken clouds,56.7895,49.6235,Berloga Khismata
551,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
554,Anloga,GH,74.19,overcast clouds,5.7947,0.8973,Pin Drop Hotel
556,Panubigan,PH,77.52,overcast clouds,7.4281,123.3466,Brent's Garden and Resorts
557,Priargunsk,RU,61.63,clear sky,50.3691,119.1012,24 Chasa
558,Macomb,US,89.83,scattered clouds,40.4592,-90.6718,Hampton Inn Macomb
559,Martapura,ID,71.69,broken clouds,-3.4167,114.85,Montana Hotel Syariah
561,Metro,ID,72.54,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
562,Shelburne,CA,81.75,clear sky,44.0787,-80.2041,The Retreat at the Farm
563,Albina,SR,77.72,clear sky,5.5,-54.05,Hudace
565,Chhapar,IN,83.68,broken clouds,27.8167,74.4,Tal Chhapar Forest Rest House
566,Diffa,NE,82.2,overcast clouds,13.3154,12.6113,ProDAF/Diffa
568,Nkhotakota,MW,68.94,few clouds,-12.9274,34.2961,Sitima Inn
570,Bairiki,KI,84.2,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
572,Wajima,JP,79.5,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
573,Asau,RO,70.95,clear sky,46.4333,26.4,Casa Mika Ciobanus
574,Camacha,PT,69.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
575,Sinnamary,GF,79.48,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
576,La Paz,PH,77.63,overcast clouds,10.9887,123.9797,Titan Hill
577,Pimentel,PE,68.29,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
578,Seguela,CI,74.52,overcast clouds,7.9611,-6.6731,Hotel le Carrefour
581,Gladstone,AU,67.93,overcast clouds,-23.85,151.25,Highpoint International Hotel
582,Rudiskes,LT,72.09,overcast clouds,54.5167,24.8333,Landgoed de Harmonie Litouwen
583,Sassandra,CI,73.08,few clouds,4.95,-6.0833,la terrasse
584,Cartagena,CO,83.82,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
585,Xinzhi,CN,82.92,few clouds,36.4989,111.7047,Mingyue Hotel
587,Kita,ML,76.48,light rain,13.0349,-9.4895,Hôtel Chat Rouge
589,Nadym,RU,62.6,overcast clouds,65.5333,72.5167,Apartment on Zvereva
590,Lucea,JM,85.86,overcast clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
591,Upata,VE,74.14,broken clouds,8.0086,-62.3989,Posada Villa Nela
