City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Xique-Xique,BR,-10.8218,-42.7263,82.71,47,9,3.4,clear sky
351,Vanimo,PG,-2.6741,141.3028,75.7,88,100,3.76,overcast clouds
352,Edea,CM,3.8,10.1333,72.72,98,95,1.81,light rain
353,Odweyne,SO,9.4092,45.064,75.61,47,9,16.89,clear sky
354,Lagoa,PT,39.05,-27.9833,75.49,81,7,5.59,clear sky
355,Camana,PE,-16.6228,-72.7111,62.24,81,60,6.53,broken clouds
356,Codrington,AU,-38.2667,141.9667,42.58,98,71,6.42,broken clouds
357,Humaita,BR,-7.5061,-63.0208,91.92,41,100,2.48,overcast clouds
358,Masuda,JP,34.6667,131.85,77.97,87,69,6.69,broken clouds
359,Waingapu,ID,-9.6567,120.2641,69.69,80,95,3.42,overcast clouds
360,Viedma,AR,-40.8135,-62.9967,45.73,60,14,12.46,few clouds
361,Mushie,CD,-3.0167,16.9,86.18,39,68,4.21,broken clouds
362,Narsaq,GL,60.9167,-46.05,46.62,94,100,2.17,light rain
363,Celina,US,40.5489,-84.5702,87.64,78,25,9.13,scattered clouds
364,Naguabo,PR,18.2116,-65.7349,86.67,75,75,12.66,broken clouds
365,Lusk,IE,53.5274,-6.1642,60.85,71,75,6.91,broken clouds
366,Minot,US,48.2325,-101.2963,82.62,36,0,12.66,clear sky
367,Gat,IL,31.61,34.7642,81.39,100,0,2.53,clear sky
368,Bismil,TR,37.8486,40.6658,89.33,23,0,4.0,clear sky
369,Nara,JP,34.6851,135.8049,79.97,80,82,3.11,broken clouds
370,Humboldt,US,40.6665,-123.9178,73.6,48,2,8.1,clear sky
371,Morondava,MG,-20.2833,44.2833,70.27,75,1,13.04,clear sky
372,Singkang,MY,2.1006,102.7994,73.06,96,100,5.5,overcast clouds
373,Kerchevskiy,RU,59.946,56.2884,60.04,75,82,2.8,broken clouds
374,Muros,ES,42.7762,-9.0603,69.1,72,85,16.89,overcast clouds
375,Pauini,BR,-7.7136,-66.9764,78.84,81,100,1.52,overcast clouds
376,Bardiyah,LY,31.7561,25.0865,78.44,71,0,15.46,clear sky
377,Jhalu,IN,29.35,78.25,81.54,74,16,5.41,few clouds
378,Nagato,JP,34.3833,131.2,80.08,88,42,10.47,scattered clouds
379,Noyabrsk,RU,63.1994,75.4507,64.17,52,94,6.64,overcast clouds
380,Aldama,MX,22.9167,-98.0667,90.79,42,56,14.65,broken clouds
381,Ust-Kut,RU,56.7938,105.7672,49.03,96,100,6.51,overcast clouds
382,Nouakchott,MR,18.0858,-15.9785,80.53,81,32,14.2,scattered clouds
383,Seydi,TM,39.4816,62.9137,81.52,26,0,9.57,clear sky
384,Tura,IN,25.5198,90.2201,74.3,97,100,3.67,overcast clouds
385,Avera,US,33.194,-82.5271,92.37,33,83,1.9,broken clouds
386,Almeria,ES,37.1667,-2.3333,75.36,43,0,2.98,clear sky
387,Union,US,40.6334,-74.2663,95.04,53,0,8.05,clear sky
388,Lasa,IT,46.6166,10.7002,65.28,88,35,4.61,scattered clouds
389,Imbituba,BR,-28.24,-48.6703,59.09,86,72,11.99,broken clouds
390,Yellandu,IN,17.6,80.3333,74.91,97,100,6.33,overcast clouds
391,Waycross,US,31.2136,-82.354,91.45,63,40,6.91,scattered clouds
392,Novorudnyy,RU,51.5026,58.1873,67.48,55,97,10.13,overcast clouds
393,Florianopolis,BR,-27.6146,-48.5012,60.69,75,75,11.5,broken clouds
394,Unity,CA,52.4501,-109.1682,53.26,89,100,17.81,overcast clouds
395,Geraldton,AU,-28.7667,114.6,43.21,93,40,12.66,scattered clouds
396,Hobyo,SO,5.3505,48.5268,76.08,83,83,27.09,broken clouds
397,Caravelas,BR,-17.7125,-39.2481,73.62,80,34,9.06,scattered clouds
398,Waverly,US,42.7392,-84.6208,85.93,71,40,5.75,scattered clouds
399,Piacabucu,BR,-10.4056,-36.4344,72.77,76,25,6.22,scattered clouds
400,Ishigaki,JP,24.3448,124.1572,80.73,94,20,2.3,few clouds
401,Kalmunai,LK,7.4167,81.8167,78.4,66,100,5.19,overcast clouds
402,Ushtobe,KZ,45.2514,77.9838,74.41,29,45,16.11,scattered clouds
403,Aswan,EG,24.0934,32.907,95.67,18,74,15.3,broken clouds
404,Broome,US,42.2506,-75.833,87.44,67,75,8.05,broken clouds
405,Zapolyarnyy,RU,69.4154,30.8136,54.68,97,100,2.71,overcast clouds
406,Vikulovo,RU,56.8167,70.6107,59.31,74,12,5.06,few clouds
407,Karaton,ID,-6.3424,106.1045,71.69,94,90,1.66,overcast clouds
408,Honningsvag,NO,70.9821,25.9704,51.55,76,0,13.8,clear sky
409,Ginir,ET,7.1333,40.7,62.13,64,98,11.25,overcast clouds
410,Nogliki,RU,51.8333,143.1667,55.54,93,64,13.31,broken clouds
411,Karasjok,NO,69.4719,25.5112,51.26,87,90,4.29,overcast clouds
412,Luganville,VU,-15.5333,167.1667,79.36,82,34,9.69,scattered clouds
413,Tongliao,CN,43.6125,122.2653,72.36,59,83,7.83,broken clouds
414,Hede,CN,33.7681,120.2517,78.76,89,9,6.96,light rain
415,Leningradskiy,RU,69.3833,178.4167,33.24,91,100,12.41,overcast clouds
416,Isangel,VU,-19.55,169.2667,78.91,94,20,4.61,few clouds
417,Santiago,CL,-33.4569,-70.6483,63.55,34,0,10.36,clear sky
418,Maceio,BR,-9.6658,-35.7353,78.24,73,0,6.91,clear sky
419,Kralendijk,BQ,12.15,-68.2667,85.98,70,75,21.85,broken clouds
420,Kroya,ID,-7.6331,109.2461,72.46,90,72,3.98,broken clouds
421,Taoudenni,ML,22.6783,-3.9836,105.13,12,55,13.13,broken clouds
422,Svetlyy,RU,54.675,20.1347,70.97,77,68,8.86,broken clouds
423,Porangatu,BR,-13.4408,-49.1486,84.83,28,49,2.89,scattered clouds
424,Kabanjahe,ID,3.1001,98.4908,63.03,76,99,2.8,overcast clouds
425,Iskandar,UZ,41.5539,69.7008,74.12,29,3,7.09,clear sky
426,Yatou,CN,37.15,122.3833,80.08,88,1,4.36,clear sky
427,Buala,SB,-8.145,159.5921,81.03,77,87,3.85,overcast clouds
428,Kharan,PK,28.5833,65.4167,89.96,35,24,4.23,few clouds
429,Partenit,UA,44.578,34.3446,74.01,73,2,5.08,clear sky
430,Mattru,SL,7.6244,-11.8332,72.79,93,84,2.95,broken clouds
431,Ahipara,NZ,-35.1667,173.1667,54.52,83,62,4.72,broken clouds
432,Aksu,CN,41.1231,80.2644,74.25,50,88,3.85,overcast clouds
433,Diu,IN,20.7141,70.9822,79.23,87,100,7.31,overcast clouds
434,Karur,IN,10.95,78.0833,77.13,74,100,22.19,overcast clouds
435,Ust-Maya,RU,60.4167,134.5333,63.52,71,85,14.29,overcast clouds
436,Jumla,NP,29.2747,82.1838,63.46,98,100,2.62,overcast clouds
437,Anta,IN,25.15,76.3,82.51,77,12,2.77,few clouds
438,Kunya,NG,12.2233,8.5325,77.16,94,0,3.44,light rain
439,Valparaiso,CL,-33.0393,-71.6273,61.03,67,20,16.11,few clouds
440,Zinder,NE,13.8072,8.9881,87.39,45,93,8.03,overcast clouds
441,Vostok,RU,46.4856,135.8833,63.23,98,100,4.16,overcast clouds
442,Muravlenko,RU,63.7898,74.523,61.65,59,100,2.86,overcast clouds
443,Azare,NG,11.6765,10.1948,79.97,65,98,2.91,light rain
444,Luwuk,ID,-0.9516,122.7875,73.45,89,100,2.04,overcast clouds
445,Ojinaga,MX,29.5667,-104.4167,105.57,25,0,4.61,clear sky
446,Mahanoro,MG,-19.9,48.8,64.44,91,11,5.01,few clouds
447,Kamiiso,JP,41.8167,140.65,68.38,83,75,6.91,broken clouds
448,Ust-Nera,RU,64.5667,143.2,65.43,79,100,2.84,overcast clouds
449,Lovozero,RU,68.005,35.0117,62.26,96,100,5.1,moderate rain
450,Ereymentau,KZ,51.6199,73.1033,61.11,52,16,4.61,few clouds
451,Cardston,CA,49.2,-113.3019,68.29,39,68,9.22,broken clouds
452,Machaneng,BW,-23.1862,27.4886,67.44,31,0,4.21,clear sky
453,Lompoc,US,34.6391,-120.4579,93.02,69,0,16.11,clear sky
454,Qandala,SO,11.472,49.8728,90.72,48,58,3.53,broken clouds
455,Mildura,AU,-34.2,142.15,45.07,90,13,17.4,few clouds
456,Romitan,UZ,39.9343,64.3814,82.0,26,1,9.24,clear sky
457,Kisangani,CD,0.5167,25.2,74.79,85,65,1.88,broken clouds
458,Amga,RU,60.8953,131.9608,63.1,75,98,11.05,overcast clouds
459,Hegang,CN,47.4,130.3667,65.44,93,37,5.7,scattered clouds
460,Manavalakurichi,IN,8.1333,77.3,76.12,85,100,16.55,overcast clouds
461,Berlevag,NO,70.8578,29.0864,53.6,82,75,10.36,broken clouds
462,Aizawl,IN,23.7333,92.7167,66.69,100,100,0.92,light rain
463,Amuntai,ID,-2.4177,115.2494,70.92,97,54,0.34,broken clouds
464,Karratha,AU,-20.7377,116.8463,62.47,53,0,8.1,clear sky
465,Grua,NO,60.2667,10.6667,55.72,56,91,3.02,overcast clouds
466,Sola,VU,-13.8833,167.55,83.07,79,75,0.0,broken clouds
467,Motril,ES,36.7507,-3.5179,81.03,68,0,5.28,clear sky
468,Hami,CN,42.8,93.45,85.15,23,93,16.93,overcast clouds
469,Bud,US,39.447,-86.1758,84.18,76,21,10.56,few clouds
470,Hoquiam,US,46.9809,-123.8893,78.37,70,0,13.8,clear sky
471,Selma,US,36.5708,-119.6121,91.63,65,20,0.0,few clouds
472,Deseronto,CA,44.2001,-77.0494,87.48,44,32,5.79,scattered clouds
473,Ludvika,SE,60.1496,15.1878,60.6,69,67,7.61,broken clouds
474,Paredon,MX,16.0333,-93.8667,85.53,69,100,7.63,overcast clouds
475,Skuodas,LT,56.2667,21.5333,76.86,64,62,11.92,broken clouds
476,Kargil,IN,34.5667,76.1,57.97,65,40,5.48,scattered clouds
477,Murgab,TM,37.4966,61.9714,76.87,41,0,6.91,clear sky
478,Verkhnevilyuysk,RU,63.4453,120.3167,49.05,98,100,10.27,light rain
479,Hirara,JP,24.8,125.2833,84.67,71,24,7.25,few clouds
480,Sulangan,PH,11.1373,123.7228,81.9,75,100,9.28,overcast clouds
481,Senanga,ZM,-16.1167,23.2667,61.79,40,0,6.58,clear sky
482,Ust-Ilimsk,RU,58.0006,102.6619,49.12,97,100,5.79,overcast clouds
483,Porto Novo,IT,44.532,11.752,82.76,48,0,3.83,clear sky
484,Skibbereen,IE,51.55,-9.2667,55.11,84,52,5.39,broken clouds
485,Orlik,RU,52.5178,99.825,38.93,83,5,3.09,clear sky
486,Pipar,IN,26.3856,73.5378,82.17,80,88,4.68,overcast clouds
487,Farafenni,GM,13.5667,-15.6,75.27,93,100,6.13,overcast clouds
488,Charcas,MX,23.1333,-101.1167,78.76,23,6,17.05,clear sky
489,Brusque,BR,-27.0981,-48.9175,65.44,88,0,2.39,clear sky
490,Manokwari,ID,-0.8667,134.0833,76.95,79,100,5.57,light rain
491,Veselynove,UA,47.3567,31.2349,73.81,57,75,6.04,broken clouds
492,Bridlington,GB,54.0831,-0.1919,58.89,67,56,9.8,broken clouds
493,Crossville,US,35.949,-85.0269,80.89,84,40,5.99,scattered clouds
494,Corinth,GR,37.9407,22.9573,78.89,48,0,3.67,clear sky
495,Rundu,NA,-17.9333,19.7667,62.26,33,0,5.35,clear sky
496,Siparia,TT,10.1333,-61.5,83.79,86,100,10.22,overcast clouds
497,Listvyagi,RU,53.6772,86.951,50.32,93,0,1.97,clear sky
498,Champerico,GT,14.3,-91.9167,93.74,72,98,11.25,overcast clouds
499,Charagua,BO,-19.8,-63.2167,67.57,45,96,2.91,overcast clouds
500,Camoapa,NI,12.3839,-85.5116,82.62,91,100,14.79,overcast clouds
501,Fagersta,SE,60.0042,15.7932,61.25,68,91,8.84,overcast clouds
502,Pedernales,DO,18.0384,-71.744,86.83,61,16,2.93,few clouds
503,Kewanee,US,41.2456,-89.9248,89.44,43,2,9.6,clear sky
504,Lavrentiya,RU,65.5833,-171.0,44.02,72,100,11.88,overcast clouds
505,Mairipora,BR,-23.3186,-46.5867,62.58,82,75,5.75,broken clouds
506,Calbuco,CL,-41.768,-73.1273,47.41,76,4,10.6,clear sky
507,Yima,CN,34.7381,111.8839,79.7,72,4,2.46,clear sky
508,Eyl,SO,7.9803,49.8164,76.53,73,0,24.27,clear sky
509,Fortuna,US,40.5982,-124.1573,76.91,64,20,12.66,few clouds
510,Zhanakorgan,KZ,43.9098,67.2495,72.88,54,0,8.16,clear sky
511,Kaputa,ZM,-8.4689,29.6619,69.98,49,8,1.19,clear sky
512,Jardim,BR,-21.4803,-56.1381,70.68,72,72,0.63,broken clouds
513,Zyryanka,RU,65.75,150.85,57.51,73,100,6.31,overcast clouds
514,Lola,GN,7.8,-8.5333,70.57,92,99,2.39,overcast clouds
515,Luneburg,DE,53.25,10.4,56.95,83,0,7.18,clear sky
516,Pergamino,AR,-33.89,-60.5736,58.91,47,6,5.46,clear sky
517,Juneau,US,58.3019,-134.4197,58.21,97,100,14.97,moderate rain
518,Estelle,US,29.8458,-90.1067,87.01,74,75,7.0,broken clouds
519,Alugan,PH,12.2188,125.4808,78.64,85,100,12.1,light rain
520,Tongzi,CN,28.7829,105.0877,75.96,94,100,4.16,overcast clouds
521,Pleshanovo,RU,52.8333,53.4833,68.5,57,65,5.53,broken clouds
522,Mhango,TZ,-3.2833,32.85,69.51,50,36,6.2,scattered clouds
523,Vicar,ES,36.8316,-2.6427,80.8,77,0,3.24,clear sky
524,Igarka,RU,67.4667,86.5833,51.6,94,7,5.82,clear sky
525,Arman,RU,59.7,150.1667,56.95,95,100,5.97,overcast clouds
526,Tyrma,RU,50.0833,132.1667,65.75,99,99,3.53,overcast clouds
527,Kieta,PG,-6.2167,155.6333,81.16,77,100,6.35,overcast clouds
528,Vao,NC,-22.6667,167.4833,72.09,81,86,14.25,overcast clouds
529,Tiarei,PF,-17.5333,-149.3333,80.62,81,71,27.2,light rain
530,Tabou,CI,4.423,-7.3528,74.44,75,50,8.75,scattered clouds
531,Saint-Denis,FR,48.9167,2.3333,68.49,42,0,12.66,clear sky
532,Dongsheng,CN,39.8161,109.9776,74.5,64,82,7.65,broken clouds
533,Pierre,US,44.3683,-100.351,108.52,26,20,19.57,few clouds
534,Kamenka,RU,51.3223,42.7678,67.8,58,3,8.88,clear sky
535,Moindou,NC,-21.6924,165.677,75.65,75,7,3.65,clear sky
536,Novouzensk,RU,50.4592,48.1431,72.41,39,7,9.66,clear sky
537,Terrace,CA,54.5163,-128.6035,71.51,52,75,2.3,broken clouds
538,Kulu,TR,39.0951,33.0799,75.88,42,0,7.94,clear sky
539,Numazu,JP,35.1,138.8667,70.02,88,100,3.98,overcast clouds
540,Emerald,AU,-23.5333,148.1667,60.94,100,100,10.36,light rain
541,Mecca,SA,21.4267,39.8261,89.02,49,71,6.38,light rain
542,Honiara,SB,-9.4333,159.95,83.19,72,83,3.89,broken clouds
543,Itoman,JP,26.1247,127.6694,83.17,87,75,3.44,broken clouds
544,Youghal,IE,51.95,-7.8506,56.41,83,96,8.1,overcast clouds
545,Tonj,SS,7.2737,28.6822,70.56,94,45,4.81,scattered clouds
546,Ranong,TH,9.9658,98.6348,79.77,86,100,10.65,overcast clouds
547,Houma,US,29.5958,-90.7195,86.0,77,40,9.22,scattered clouds
548,Mari-Turek,RU,56.7895,49.6235,65.52,64,64,2.28,broken clouds
549,Kearney,US,40.6995,-99.0815,94.91,49,0,17.27,clear sky
550,Yerbogachen,RU,61.2767,108.0108,47.7,89,100,6.22,overcast clouds
551,Neiafu,TO,-18.65,-173.9833,79.48,89,75,9.22,broken clouds
552,Santa Rosa,US,34.6799,-80.782,93.29,38,20,8.05,few clouds
553,College,US,64.8569,-147.8028,55.35,93,100,8.05,mist
554,Anloga,GH,5.7947,0.8973,74.19,86,98,10.92,overcast clouds
555,Maniitsoq,GL,65.4167,-52.9,41.79,98,100,13.91,light rain
556,Panubigan,PH,7.4281,123.3466,77.52,82,100,3.31,overcast clouds
557,Priargunsk,RU,50.3691,119.1012,61.63,75,4,4.45,clear sky
558,Macomb,US,40.4592,-90.6718,89.83,68,40,9.22,scattered clouds
559,Martapura,ID,-3.4167,114.85,71.69,100,60,1.14,broken clouds
560,Clones,IE,54.1833,-7.2333,46.87,91,77,4.16,broken clouds
561,Metro,ID,-5.1131,105.3067,72.54,92,98,3.56,overcast clouds
562,Shelburne,CA,44.0787,-80.2041,81.75,64,10,2.73,clear sky
563,Albina,SR,5.5,-54.05,77.72,80,6,4.43,clear sky
564,Dukat,RU,62.55,155.55,59.2,88,94,7.78,overcast clouds
565,Chhapar,IN,27.8167,74.4,83.68,74,79,7.96,broken clouds
566,Diffa,NE,13.3154,12.6113,82.2,55,99,4.68,overcast clouds
567,Quarai,BR,-30.3875,-56.4514,49.1,80,2,7.52,clear sky
568,Nkhotakota,MW,-12.9274,34.2961,68.94,59,15,3.04,few clouds
569,Shagonar,RU,51.5333,92.8,50.31,73,6,0.81,clear sky
570,Bairiki,KI,1.3292,172.9752,84.2,74,20,6.91,few clouds
571,Angol,CL,-37.8,-72.7167,48.42,99,100,0.34,overcast clouds
572,Wajima,JP,37.4,136.9,79.5,84,99,7.7,overcast clouds
573,Asau,RO,46.4333,26.4,70.95,89,2,3.71,clear sky
574,Camacha,PT,33.0833,-16.3333,69.22,73,75,10.36,broken clouds
575,Sinnamary,GF,5.3833,-52.95,79.48,77,3,9.1,clear sky
576,La Paz,PH,10.9887,123.9797,77.63,84,100,8.55,overcast clouds
577,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,19.57,clear sky
578,Seguela,CI,7.9611,-6.6731,74.52,75,100,5.59,overcast clouds
579,Grindavik,IS,63.8424,-22.4338,53.55,100,100,20.71,light intensity drizzle
580,Paamiut,GL,61.994,-49.6678,44.33,96,100,15.59,light rain
581,Gladstone,AU,-23.85,151.25,67.93,94,100,5.75,overcast clouds
582,Rudiskes,LT,54.5167,24.8333,72.09,80,96,5.3,overcast clouds
583,Sassandra,CI,4.95,-6.0833,73.08,82,15,5.86,few clouds
584,Cartagena,CO,10.3997,-75.5144,83.82,74,40,6.91,scattered clouds
585,Xinzhi,CN,36.4989,111.7047,82.92,65,17,2.26,few clouds
586,Nedjo,ET,9.5046,35.5019,58.26,97,100,1.05,light rain
587,Kita,ML,13.0349,-9.4895,76.48,83,87,1.61,light rain
588,Snasa,NO,64.2457,12.3778,49.41,88,79,3.06,broken clouds
589,Nadym,RU,65.5333,72.5167,62.6,68,99,10.02,overcast clouds
590,Lucea,JM,18.451,-78.1736,85.86,79,100,11.5,overcast clouds
591,Upata,VE,8.0086,-62.3989,74.14,93,84,4.18,broken clouds
